,text,star,app_id,reviewDate,corrected_text,accuracy %
1279,I like it and you get to watch new movies,2,com.netflix.mediaclient,18/03/21,I like it and you get to watch new movies.,90.0
1280,"Please give me subscribtion,😂😂😂",5,com.netflix.mediaclient,18/03/21,Please give me a subscription.,75.0
1281,Wonderful,4,com.netflix.mediaclient,18/03/21,Wonderful.,0.0
1282,Absolutely my favorite of all of the mobile apps for streaming services.,5,com.netflix.mediaclient,18/03/21,Absolutely my favorite of all the mobile apps for streaming services.,91.7
1283,Just love netflix,5,com.netflix.mediaclient,18/03/21,I just love Netflix.,33.3
1284,Make it free free free,1,com.netflix.mediaclient,18/03/21,Get it free.,40.0
1285,It's good to have,4,com.netflix.mediaclient,18/03/21,It's good to have.,75.0
1286,Awesome,5,com.netflix.mediaclient,18/03/21,Awesome!,0.0
1287,You can enjoy movies/shows with multiple languages. Also I like Netflix UI. Only you needs is money 🤑💰 because membership is very costly as compares to its competitors.,4,com.netflix.mediaclient,18/03/21,You can enjoy movies/shows in multiple languages. Also I like Netflix UI. All you need is money  because membership is very costly as compares to its competitors.,85.7
1288,Fabulous,5,com.netflix.mediaclient,18/03/21,Fabulous.,0.0
1289,"It requires you to have a legible credit card or any postpaid number for the billing even though you will just use it for free, which turns out to be inconvenient because not all people have credit card and postpaid sim card, if the payment method is not settled then the 1 month free trial is useless if you dont have those two things (In My Opinion)",5,com.netflix.mediaclient,18/03/21,"It requires you to have a legible credit card or any postpaid number for the billing even though you will just use it for free, which turns out to be inconvenient because not all people have credit card and postpaid sim card, if the payment method is not settled then the 1 month",98.5
1290,Why tf did they get rid of AOT,1,com.netflix.mediaclient,18/03/21,Why did they get rid of AOT?,75.0
1291,I swear if you guys take out: Yu-Gi-Oh for 30 days I hate you for ever.,5,com.netflix.mediaclient,18/03/21,"I swear if you guys take out Yu-Gi-Oh for 30 days, I hate you for ever.",87.5
1292,"It's really good, and it's entertain",5,com.netflix.mediaclient,18/03/21,"It's really good, and it's entertaining.",83.3
1293,Love Netflix's,5,com.netflix.mediaclient,18/03/21,Love Netflix!,50.0
1294,"Kl, kat",5,com.netflix.mediaclient,18/03/21,"Kl, kat.",50.0
1295,👍,5,com.netflix.mediaclient,18/03/21,= =,0.0
1296,First you have to get membership... !,1,com.netflix.mediaclient,18/03/21,First you have to get a membership...!,71.4
1297,Love the app,5,com.netflix.mediaclient,18/03/21,Love the app.,66.7
1298,Very Wal good,5,com.netflix.mediaclient,18/03/21,Very Wal. Good value for money.,33.3
1299,Oo,5,com.netflix.mediaclient,18/03/21,Oooh!,0.0
1300,Its nice to watch a movie when u have a free time,5,com.netflix.mediaclient,18/03/21,Its nice to watch a movie when u have a free time.,91.7
1301,Best app ever,5,com.netflix.mediaclient,18/03/21,Best app ever.,66.7
1302,I given 1 star because in payment I have only rupay card 💳 so it is not taking I really sad please Netflix solve this problem if this happen I will really happy please make it fast 🚴三🙏🙏🙏🙏🙏,1,com.netflix.mediaclient,18/03/21,I give 1 star because in payment I have only rupay card  so it is not working I really sad please Netflix solve this problem if this happen I will really happy please make it fast.,86.8
1303,Best,5,com.netflix.mediaclient,18/03/21,Best of the best,0.0
1304,Not responsive,2,com.netflix.mediaclient,18/03/21,Not responsive.,50.0
1305,I had read the book and the film version is even better.,5,com.netflix.mediaclient,18/03/21,I have read the book and the film version is even better.,91.7
1306,Great when traveling you always have your old buddy Netflix with you,5,com.netflix.mediaclient,18/03/21,Great when traveling; always have your old buddy Netflix with you.,75.0
1307,Muah,5,com.netflix.mediaclient,18/03/21,Muah.,0.0
1308,I like this,5,com.fedmobile,18/03/21,I like that.,66.7
1309,Rukhsar Khatoon,5,com.fedmobile,18/03/21,Rukhsar Khatoon.,50.0
1310,Such a bad updation ever. I was so happy with the old version but now everything went wrong and very much complicated after login.so sad of this,1,com.fedmobile,18/03/21,Such a bad update ever. I was so happy with the old version but now everything went wrong and very much complicated after login.so sad of this.,92.6
1311,Very worst after update.. Dead slow 😤,1,com.fedmobile,18/03/21,Very slow after update.. Dead slow.,57.1
1312,Not good,1,com.fedmobile,18/03/21,Not good.,50.0
1313,Now this app is very useful.,4,com.fedmobile,18/03/21,"Now, this app is very useful.",83.3
1314,Good,5,com.fedmobile,18/03/21,Good luck.,0.0
1315,Excellent,5,com.fedmobile,18/03/21,Excellent.,0.0
1316,App logs out automatically itself What is the IT TEAM doing???,1,com.fedmobile,18/03/21,App logs out automatically - what is the IT TEAM doing?,81.8
1317,"When i open the fedmobile app it always shows mobile number not registered, it is very hard to register every time.",1,com.fedmobile,18/03/21,"When i open the fedmobile app it always shows a mobile number not registered, it is very hard to register every time.",95.2
1318,Super,5,com.fedmobile,18/03/21,Super!,0.0
1319,"Very poor service. App is not working properly.. Even if I type the correct PIN, its mentioning like wrong MPIN. Don't know y.",1,com.fedmobile,18/03/21,"Very poor service. App is not working properly.. Even if I type the correct PIN, it is mentioning wrong MPIN. Don't know y.",87.0
1320,Good performance,5,com.fedmobile,18/03/21,Good performance.,50.0
1321,Nice interface. Hastle free,5,com.fedmobile,18/03/21,Nice interface. Hastle free.,75.0
1322,Ad,1,com.lazada.android,18/03/21,Adoption.,0.0
1323,"Very poor show, not installed yet",1,com.fedmobile,18/03/21,"Very poor show, not installed yet.",83.3
1324,Good,4,com.fedmobile,18/03/21,Good to hear.,0.0
1325,Ok,5,com.fedmobile,18/03/21,Ok.,0.0
1326,Wonderful app Really easy to use Big upgrade from older app,5,com.fedmobile,18/03/21,Wonderful app Really easy to use Big upgrade from older apps.,90.9
1327,Very good service,5,com.fedmobile,18/03/21,Very good service!,66.7
1328,worst since updated,1,com.fedmobile,18/03/21,worst since updated.,66.7
1329,Good,4,com.fedmobile,18/03/21,Good.,0.0
1330,Very good app,5,com.fedmobile,18/03/21,Very good app.,66.7
1331,I cant enable transaction mode..,1,com.fedmobile,17/03/21,I cant enable transaction mode..,100.0
1332,bad experience,1,net.fast.web.browser,18/03/21,bad experiences.,50.0
1333,good app,1,net.fast.web.browser,18/03/21,good app.,50.0
1334,This is a very nice browser it is very important to me it also don't take storage,5,net.fast.web.browser,18/03/21,"This is a very nice browser, it is very important to me it also doesn't take storage.",82.4
1335,Ohhh,5,net.fast.web.browser,18/03/21,Ohhh!,0.0
1336,It is good and preferred,4,net.fast.web.browser,18/03/21,It is good and preferred,100.0
1337,Great,4,net.fast.web.browser,18/03/21,Great!,0.0
1338,I can't find download button please settle this question,1,net.fast.web.browser,18/03/21,If I can't find download button please solve this question.,66.7
1339,A very good and fast browser I have been using this browser for 2 years and faces no problem 😃😃,5,net.fast.web.browser,18/03/21,A very good and fast browser.I have been using this browser for 2 years and it has no problem.,75.0
1340,Nice,5,net.fast.web.browser,17/03/21,Nice!,0.0
1341,👍,5,com.pixel.gun3d,18/03/21,= =,0.0
1342,It had been a while since I played and I'm sad because I doesn't remember me. Hope this doesn't happen to anyone else.,3,com.pixel.gun3d,18/03/21,It's been a while since I played and I'm sad because I don't remember me. Hope this doesn't happen to anyone else.,91.3
1343,:) I like it keen it up,5,com.pixel.gun3d,18/03/21,:) I like it nipp.,85.7
1344,Whats the point of invincibility when it goes away so fast and you still get spawned killed:[?,2,com.pixel.gun3d,18/03/21,Whats the point of invincibility when it goes away so fast and you still get spawned killed:[?,100.0
1345,It's great but I I want my old account it's name is Alastor and the character is with black skin with red eyes and and his shirt looks like the slender Man shirt and it's leveled 11,5,com.pixel.gun3d,18/03/21,It's great but I want my old account it's name is Alastor and the character is with black skin with red eyes and and his shirt looks like the slender man shirt and it's leveled 11/10.,91.9
1346,GO TO HALL,3,com.pixel.gun3d,18/03/21,GO TO THE HALL.,33.3
1347,So fun play it for 5 years now,5,com.pixel.gun3d,18/03/21,So fun playing it for 5 years now.,75.0
1348,"Its a good game im addicted to it, but the only thing is that everyone is p2w (pay to win) and the matchmaking is unbalanced.",3,com.pixel.gun3d,18/03/21,"Its a good game im addicted to it, but the only thing is that everyone is p2w (pay to win) and the matchmaking is unbalanced.",100.0
1349,Z aq mmmmmnjbmlokjoopp99ooooooo Mickey Mouse games Mickey Mouse games Mickey Mouse games Mickey Mouse cake Mickey Mouseij9i,1,com.pixel.gun3d,18/03/21,Z aq mmmmmnjbmlokjoopp99ooooooo Mickey Mouse games Mickey Mouse games Mickey Mouse cakes Mickey Mouseij9i,88.2
1350,Fortnite fortnite chug chug 8dn,5,com.pixel.gun3d,18/03/21,Fortnite fortnite chug chug 8dn.,80.0
1351,good game give me my potal cannon back tho,5,com.pixel.gun3d,18/03/21,good game give me my potable cannon back tho.,77.8
1352,it is Veery good,5,com.pixel.gun3d,18/03/21,it is Veery good.,75.0
1353,Such a pay2win game,1,com.pixel.gun3d,18/03/21,What a pay2win game.,50.0
1354,Best childhood game with agar.io :),5,com.pixel.gun3d,18/03/21,Best childhood game with agar.io.,66.7
1355,This game change my life i cried 15 time 10/10 better then last of us 2,5,com.pixel.gun3d,18/03/21,This game changed my life; i cried 15 times 10/10 better than a last two of us.,50.0
1356,Its fun But its to laggy,3,com.pixel.gun3d,18/03/21,Its fun but its too laggy.,50.0
1357,Ive been plating this for 5 years its very fun and i got so many great memories;),5,com.pixel.gun3d,18/03/21,"Ive been plating this for 5 years,its very fun and I have so many great memories;)",76.5
1358,Best,5,com.pixel.gun3d,18/03/21,The best?,0.0
1359,Pretty good game my only request is that you make a co-op version of zombies because that would be very fun,4,com.pixel.gun3d,18/03/21,Pretty good game my only request is that you make a co-op version of zombies because that would be very fun.,95.2
1360,Worst game ever,1,com.pixel.gun3d,18/03/21,Worst game ever.,66.7
1361,Super cool 😎,5,com.pixel.gun3d,18/03/21,Super cool.,33.3
1362,Very good game I put a little money on it sometimes but the prices are very high for 100 coins but overall good game takes lots of grinding to level up to unlock better guns,5,com.pixel.gun3d,18/03/21,"Very good game I put a little money on it sometimes but the prices are very high for 100 coins but overall good game, takes lots of grinding to level up to unlock better guns.",94.3
1363,I used to play this game before and I don't have the thing that I used to play on it well but now I do so I can play on it again,5,com.pixel.gun3d,18/03/21,I used to play this game before and I don't have the thing that I used to play on it well but now I do so I can play it again.,93.8
1364,😬🤤😡😱🤢⭕️🤹🏾‍♀️🏅🎧🎯🏹🏋️‍♀️🚴,1,com.pixel.gun3d,18/03/21,"A new concept is emerging, as a result of the increasing urgency of such a concept.",0.0
1365,4 stars bc p2w,4,com.pixel.gun3d,18/03/21,4 stars bc p2w.,75.0
1366,I apsolutly love pixel gun but it started to get boring since no one even plays it any more even some of my friends deleted it or don't play it and I think I might delete it idk until it gets better ill play more,3,com.pixel.gun3d,18/03/21,I absolutely love pixel gun but it started to get boring since no one even played it any more even some of my friends deleted it or don't play it and I think I might delete it idk until it gets better ill play more pixel dmaaaahm,93.3
1367,I like this 🎮,5,com.pixel.gun3d,18/03/21,I like this.,50.0
1368,Ok,5,com.pixel.gun3d,18/03/21,Ok.,0.0
1369,Best game of my childhood. 5 stars.,5,com.pixel.gun3d,18/03/21,Best game of my childhood. 5 stars.,100.0
1370,This game it's cool it's like call of duty,5,com.pixel.gun3d,18/03/21,"This game is cool, it's like calling of duty.",55.6
1371,Intertaining,5,com.pixel.gun3d,18/03/21,Intertaining.,0.0
1372,no is update BUT IS TO SLOW,1,com.pixel.gun3d,18/03/21,no updates yet BUT IT IS SLOW,28.6
1373,To pay to win also if you paid you will never lose if you are a new player you can't compete,3,com.pixel.gun3d,18/03/21,Pay to win. Also if you pay you will never lose if you are a new player you can't compete.,76.2
1374,P2W,1,com.pixel.gun3d,18/03/21,P2W,100.0
1375,😍😍😍😍😍,5,com.pixel.gun3d,18/03/21,,0.0
1376,"This game is not fun anymore, too much no skill weapon and no skill 3 cat spammer, i hope the dev fix this game (im bad at english)",1,com.pixel.gun3d,18/03/21,"This game is not fun anymore, too much no skill weapons and no skill 3 cat spammers, i hope the dev fix this game (im bad at english).",89.3
1377,My game is lagging to much i cant play please fix rate 5 stars,3,com.pixel.gun3d,18/03/21,My game is lagging to much i cant play please fix rate 5 stars.,92.9
1378,Its so cool and i can shoot other players.,5,com.pixel.gun3d,18/03/21,Its so cool and i can shoot other players.,100.0
1379,Best game in my opinion iv been on this game since day one and still love it,5,com.pixel.gun3d,18/03/21,Best game in my opinion ive been on this game since day one and still love it.,88.2
1380,BAD ITS TERRIBLE YOUR SHOTS ARE RUBBISH. PIXEL GUN FIX YOUR GAME ADD SKILL BASED MATCHMAKING. AND FIX THE LAG. YOUR GAME IS TRASH,1,com.pixel.gun3d,18/03/21,BLUE ITS TERRIBLE YOUR SHOTS ARE RUBBISH. PIXEL GUN FIX YOUR GAME. ADD SKILL BASED MATCHMAKING. AND FIX THE LAG. YOUR GAME IS TRASHABLE.,87.5
1381,i love this game i cant play multiplayer no wi fi 😃😄,5,com.pixel.gun3d,18/03/21,i love this game i cant play multiplayer no wii.,91.7
1382,I love this game its really fun lots of online daters but i really enjoy this game,5,com.pixel.gun3d,18/03/21,I love this game its really fun lots of online daters but i really enjoy this game.,94.1
1383,tet🤣🤣✌,5,com.pixel.gun3d,18/03/21,tet,0.0
1384,It is Enjoyable game,5,com.pixel.gun3d,18/03/21,It is an enjoyable game.,25.0
1385,It's so awesome to play it no longer have a problem,5,com.pixel.gun3d,18/03/21,"It's so awesome to play, I no longer have a problem.",72.7
1386,Plz make it small mb,5,com.pixel.gun3d,18/03/21,Plz make it small.,60.0
1387,This game is cool,5,com.pixel.gun3d,18/03/21,This game was cool,75.0
1388,I like this game and all. But the only problem is getting gems and the game is a bit addictive,4,com.pixel.gun3d,18/03/21,I like this game and all. But the only problem is getting gems and the game is a bit addictive.,95.0
1389,Pixel Gun 3...,5,com.pixel.gun3d,18/03/21,Pixel Gun 3...,100.0
1390,so god,5,com.pixel.gun3d,18/03/21,that god.,0.0
1391,i remember i used to play this game and really were addicted to it so im downloading it again,5,com.pixel.gun3d,18/03/21,i remember i used to play this game and really loved it so im downloading it again.,89.5
1392,I LOVE THIS GAME THIS IS THE MY MOST FAV SHOOTING GAME THANK U FOR DOING THIS GAME :)))),5,com.pixel.gun3d,18/03/21,"I LOVE THIS GAME, THIS IS THE MY MOST FAV SHOOTING GAME. THANK U FOR DOING THIS GAME.",78.9
1393,This is so cool,5,com.pixel.gun3d,18/03/21,This is so cool.,75.0
1394,I miss this game so much i love this game,5,com.pixel.gun3d,18/03/21,I miss this game so much I love this game.,80.0
1395,It's better than fortnite,5,com.pixel.gun3d,18/03/21,It's better than Fortnite.,75.0
1396,I love 💕,5,com.pixel.gun3d,18/03/21,"I love ""!",66.7
1397,I can make cool stuff,4,com.pixel.gun3d,18/03/21,I can make cool stuff.,80.0
1398,I say it's ok,5,com.pixel.gun3d,18/03/21,I say it's ok,100.0
1399,Good,5,com.pixel.gun3d,18/03/21,Good for our planet!,0.0
1400,THIS GAME IS GREAT AGAIN!,5,com.pixel.gun3d,18/03/21,THIS GAME IS GREAT AGAIN!,100.0
1401,Am sorry i used to love it put....ita pay to win😥,1,com.pixel.gun3d,18/03/21,"Am sorry, i used to love it put....ita pay to win",81.8
1402,I love it its amazing i became a pro in lv 4 And my brother is also playing i give it 5 star,5,com.pixel.gun3d,18/03/21,"I love it its amazing, i became a pro in lv 4 and my brother is also playing i give it 5 stars.",87.0
1403,wow thats cool gun im lv. 15,5,com.pixel.gun3d,18/03/21,wow thats cool gun im lv. 15.,85.7
1404,"I hate it, I just bought the battle pass all for nothing because of your gay lottery system and now I can't even get the rubik's cube weapon and your winner chest cost 250 keys,I can't get the ""win legendary or better"" achievement, 100 gems should be considered better because that's actually better than have under 90 gems. I don't want to buy money just to get a chest. Your game sucks please make it better. Don't play this game there are a lot of hackers and tryhard it's a waste of your time.",1,com.pixel.gun3d,18/03/21,"I hate it, I just bought the battle pass all for nothing because of your gay lottery system and now I can't even get the Ruby Cube weapon and your winner chest cost 250 keys, I can't get the ""win legendary or better"" achievement, 100 gems should be considered better because that'",94.7
1405,Why can't i download it :(,3,com.pixel.gun3d,18/03/21,Why can't i download it :(,100.0
1406,Its so cool game )))))))))),5,com.pixel.gun3d,18/03/21,Its so cool game.,80.0
1407,MAMA MIA the game is full of skittles please nerf battle falcon :),4,com.pixel.gun3d,18/03/21,MAMA MIA the game is full of skittles please nerf battle falcon :).,92.3
1408,Fun Game Just The Internet Connections Are little bit bad But still good game,5,com.pixel.gun3d,18/03/21,"Fun Games just the internet connection is a little bit bad, but still good game.",42.9
1409,Worst game ever,1,com.pixel.gun3d,18/03/21,Worst game ever.,66.7
1410,Good game,5,com.pixel.gun3d,18/03/21,Good game.,50.0
1411,ITS SO COOL THAT I CANT EVEN TYPE,5,com.pixel.gun3d,18/03/21,ITS SO COOL THAT I CANT EVEN TYPE,100.0
1412,It is fun and it makes me happy,5,com.pixel.gun3d,18/03/21,It is fun and it makes me happy.,87.5
1413,Epic,5,com.pixel.gun3d,18/03/21,Epic!,0.0
1414,💟,5,com.pixel.gun3d,18/03/21,,0.0
1415,Its just really good,5,com.pixel.gun3d,18/03/21,Its just really good.,75.0
1416,I like the game:D,5,com.pixel.gun3d,18/03/21,I like the game:D.,75.0
1417,It is a great game. Used to be the KING at this game i was playing it on a different phone and i lost it i also had stuff that actually costed money But still. Its a amazing game would reccomend,5,com.pixel.gun3d,18/03/21,It is a great game. Used to be the King at this game i was playing it on a different phone and i lost it i also had stuff that actually cost money but still its an amazing game would reccomend it.,82.9
1418,GOOD. JOB,5,com.pixel.gun3d,18/03/21,GOOD. JOB.,50.0
1419,Lol sr yr Mr,5,com.pixel.gun3d,18/03/21,Lol sr yr Mr.,75.0
1420,It's not the same anymore this game is a pay to win game now they increased the price of the weapon and every game I won I only get 5 or 10 coins and 5 gems sometimes,1,com.pixel.gun3d,18/03/21,"It's not the same anymore, this game is a pay to win game now they are increasing the price of the weapons and every game I win I only get 5 or 10 coins and 5 gems sometimes.",86.5
1421,Good game but if you cant play or move fast you get killed easily😑,5,com.pixel.gun3d,18/03/21,Good game but if you cant play or move fast you get killed easily.,92.9
1422,Cool game I like it decous the teksture is like mincraft,5,com.pixel.gun3d,18/03/21,Cool game I like it decous the teksture is like mincraft.,90.9
1423,It's awsome,5,com.pixel.gun3d,18/03/21,It's awsome.,50.0
1424,The game is super fun and I can't stop playing and no ads on it so BEST GAME EVER!,5,com.pixel.gun3d,18/03/21,The game is super fun and I can't stop playing it and no ads on it so BEST GAME EVER!,94.7
1425,I played the game for a couple years and when I came back to it a year after I took a break the game kinda got ruined and I think that they should have just stuck with what the game was and not try to compete with the rest of the popular shooting games,2,com.pixel.gun3d,18/03/21,I played the game for a couple years and when I came back to it a year after I took a break the game kinda got ruined and I think that they should have just stuck with what the game was and not try to compete with the rest of the popular shooting games.,98.1
1426,Bodoh,1,com.pixel.gun3d,18/03/21,Bodoh!,0.0
1427,"You cant even play the game, it instantly freezes as soon as downloaded. and the 1 time it works, the games has too many ads. No refund button, which is trash! Too hard to get gems, fix your game (sorry if you take this offensively, because other than that i really like the game)",3,com.pixel.gun3d,18/03/21,"You cant even play the game, it instantly freezes as soon as downloaded. and the 1 time it works, the games have too many ads. No refund button, which is trash! Too hard to get gems, fix your game (sorry if you take this offensively, because other",96.3
1428,Why it take me like 5 min to just get in the game and when I get in the game some random ads and when I close the ads I need to get in the game again😠😠😠😡😡😡,2,com.pixel.gun3d,18/03/21,Why it takes me like 5 min to just get in the game and when I get in the game some random ads and when I close the ads I need to get in the game again?,94.6
1429,"Sooooooo fun, I would recommend adding a feature where you can trade coins for gems, or trade gems for coins, overall, a great game!!!!!!",5,com.pixel.gun3d,18/03/21,"Sooooooo fun, I would recommend adding a feature where you can trade coins for gems, or trade gems for coins, overall, a great game!!!!!!",100.0
1430,Please give my account back the username is stonyhandilng12 please i will make is 5 stars if you give it back if not then i will make this game super not popular and please dont hack my account and that account i was training like 1 year and you dont give my account back PLEASE give it back to me.just please.,1,com.pixel.gun3d,18/03/21,Please give my account back the username is stonyhandilng12 please i will give is 5 stars if you give it back if not then i will make this game super not popular and please dont hack my account and that account i was training like 1 year and you dont give my,96.7
1431,How come my account was blocked?,2,com.pixel.gun3d,18/03/21,How come my account was blocked?,100.0
1432,I love the new update!,5,com.pixel.gun3d,18/03/21,I love the new update!,100.0
1433,Its so fun to play and i can play with friends. BEST GAME EVER!!,5,com.pixel.gun3d,18/03/21,Its so fun to play and I can play it with friends. BEST GAME EVER!!,85.7
1434,PERMAINAN YA JELEK BANGETT,1,com.pixel.gun3d,18/03/21,Permanian YA JELEK BANGETT.,50.0
1435,Game sucks,1,com.pixel.gun3d,18/03/21,Game sucks.,50.0
1436,"I used to love this app but then when the update of ""World 4"" made it worse. Here the problems: Pay to win: You may ask why but that's because earning and farming xp it's not that easy so you wanna buy a pack of coins,gems. Lost Account: ""Lost account"" it's just basically that your data it's deleted,and it happend. One time I was having the MECHA but then some days later I don't got it. I was upset because of the days I've been working on with it.",1,com.pixel.gun3d,18/03/21,"I used to love this app, but then when the update of ""World 4"" made it worse. Here's the problem: Pay to Win: You may ask why but that's because earning and farming xp. its not that easy so you wanna buy a pack of coins,ge",91.0
1437,"Alright...ive nearly played since mobile release, but over time its gotten more and more pay to win. I was one of the better players using the ""cycle"" tactic which is very effective and skillful but now there is no skill involved at all...not much fun when theres people runnig around with guns youve never imagined in the game before ive spent lots on the game, and guns i had that were good a year ago are peashooters now...its ptw,",4,com.pixel.gun3d,18/03/21,"Alright...ive nearly played since mobile release, but over time its gotten more and more pay to win. I was one of the better players using the ""cycle"" tactic, which is very effective and skillful but now theres no skill involved at all...not much fun when theres people running around",93.7
1438,I love the game it is awesome but it is very expensive to get the guns,5,com.pixel.gun3d,18/03/21,I love the game it is awesome but it is very expensive to get the guns.,93.8
1439,Satisfied with the game,5,com.ea.gp.fifamobile,18/03/21,Satisfied with the game.,75.0
1440,Is the perfect game to play but... We can put 77-87 level? My player is Reyna 69 level - 71 level,5,com.ea.gp.fifamobile,18/03/21,"Its the perfect game to play, but... We can put 77-87 level? My player is Reyna 69 level - 71 level.",85.7
1441,Very poor game with lots of internet issue,1,com.ea.gp.fifamobile,18/03/21,Very poor game with lots of internet issues.,87.5
1442,"cool but,Pes 2021 better they give u free maradona but fifa nope they give u noooob players",5,com.ea.gp.fifamobile,18/03/21,"cool, but,pes 2021 better. they gave u free maradona but fifa nope they gave u noooob players.",64.7
1443,Great graphics I'm utterly impressed,5,com.ea.gp.fifamobile,18/03/21,"Great graphics, I'm utterly impressed.",60.0
1444,Let me just say this it is a good game but please bring back the old fifa again. Like google just removed fifa 16. Bring back fifa when 2022 arrives just like in ps4 or xbox,4,com.ea.gp.fifamobile,18/03/21,"Let me just say this it is a good game but please bring back the old fifa again. Like google just removed fifa 16, bring back fifa when 2022 arrives just like in ps4 or xbox.",91.7
1445,Great graphics,5,com.ea.gp.fifamobile,18/03/21,Great graphics.,50.0
1446,The game is good but the Beckham thing is IMPOSSIBLE. I have a 97 rated team but still cannot complete it. So frustrating.,1,com.ea.gp.fifamobile,18/03/21,The game is good but the Beckham thing is IMPOSSIBLE. I have a 97 rated team but still cannot complete it. So frustrating.,100.0
1447,Perfect game for a soccer lover,5,com.ea.gp.fifamobile,18/03/21,Perfect game for a soccer lover!,83.3
1448,Great,4,com.ea.gp.fifamobile,18/03/21,Great list!,0.0
1449,i love fifa and this is the newest one so i would love to play this FIFA21,5,com.ea.gp.fifamobile,18/03/21,i love FIFA and this is the newest one so i would love to play FIFA21.,82.4
1450,Nice game,5,com.ea.gp.fifamobile,18/03/21,Nice game.,50.0
1451,"Best mobile game for football fans,try this instead of pes.used to play pes but i noticed it has many events as compared to the few events in pes .Pes is sh**. so fifa in short its the best",5,com.ea.gp.fifamobile,18/03/21,"Best mobile game for football fans,try this instead of pes.used to play pes but i noticed it has many events as compared to the few events in pes.pes is sh**. so fifa in short its the best game for a group of iplayer.",94.7
1452,It's alright until you do the event challenges because I'm only ovr 90 and I'm going against ovr 100+,3,com.ea.gp.fifamobile,18/03/21,"It's alright until you do the event challenges, because I'm only ovr 90 and I'm going against ovr 100+.",89.5
1453,"Such a nonsense game, there is no offside, the faults are not taken. unfair face to face player duel in the mayor cases, the server is awful, the game just closes, it is going down and worse, now not even open the game 🤣🤣😪😭",1,com.ea.gp.fifamobile,18/03/21,"Such a nonsense game, there is no offside, the faults are not taken, unfair face-to-face player duel in the mayor cases, the server is awful, the game just closes, it is going down and worse, now not even open the game.",93.2
1454,Good,1,com.ea.gp.fifamobile,18/03/21,Good luck!,0.0
1455,It's so good and has great players,5,com.ea.gp.fifamobile,18/03/21,It's so good and has great players.,85.7
1456,"I won in the champions legue and on the end show I lose like 0-6 , I lose many time like that 👎👎👎👎",1,com.ea.gp.fifamobile,18/03/21,"I won the Champions League and in the end I lost like 0-6, I lost many times like that.",52.2
1457,Awsome fifa its like the 2021 one AWSOME!!!,5,com.ea.gp.fifamobile,18/03/21,"Awsome fifa its like the 2021 one, AWSOME!!!",87.5
1458,Great game,5,com.ea.gp.fifamobile,18/03/21,Great game.,50.0
1459,این بازی عالی است، حتی هزار ستاره هم برایش کمه😘😘😘😍😍❤,5,com.ea.gp.fifamobile,18/03/21,,90.0
1460,Great,5,com.ea.gp.fifamobile,18/03/21,Great post.,0.0
1461,ইট্টু বাতাস দিলাম,5,com.ea.gp.fifamobile,18/03/21,,66.7
1462,👍👍👍👎,3,com.ea.gp.fifamobile,18/03/21,,0.0
1463,Best game ever,4,com.ea.gp.fifamobile,18/03/21,Best game ever!,66.7
1464,Superb game,5,com.ea.gp.fifamobile,18/03/21,Superb game.,50.0
1465,Op,5,com.ea.gp.fifamobile,18/03/21,Opposition:,0.0
1466,Good,5,com.ea.gp.fifamobile,18/03/21,Good.,0.0
1467,Great game,5,com.ea.gp.fifamobile,18/03/21,Great game!,50.0
1468,Really good game😃👍,5,com.ea.gp.fifamobile,18/03/21,Really good game.,66.7
1469,it's very nice,4,com.ea.gp.fifamobile,18/03/21,it's very nice,100.0
1470,I love it 💓💓💓💯💯💯💯,5,com.ea.gp.fifamobile,18/03/21,I love it!,50.0
1471,without a commentary the football games are not perfect,1,com.ea.gp.fifamobile,18/03/21,without a commentary the football games are not perfect,100.0
1472,It is a very bad game and everything is frustrating really the worst game in ucl every team will be ahead of you by 2 goals. Ea should not make it any more.😤😤,1,com.ea.gp.fifamobile,18/03/21,It is a very bad game and everything is frustrating really the worst game in UCL where every team is ahead of you by 2 goals. Ea should not make it any more.,90.9
1473,Best game in the world,5,com.ea.gp.fifamobile,18/03/21,Best Game in the world.,60.0
1474,I don't like it I lost memories I what a full Barcelona team I give a good reviw pls thk,1,com.ea.gp.fifamobile,18/03/21,I don't like it. I lost memories of what a full Barcelona team I give a good review pls thk.,80.0
1475,Best football game,4,com.ea.gp.fifamobile,18/03/21,Best football game.,66.7
1476,Nice game.,5,com.ea.gp.fifamobile,18/03/21,Nice game.,100.0
1477,"Very good game, just hate the way how if your internet glitches you lose connection and lose due to forfeit",4,com.ea.gp.fifamobile,18/03/21,"Very good game, just hate the way how if your internet glitches you lose connection and lose due to forfeit.",95.0
1478,Great but somethings like personal traning is missing,3,com.ea.gp.fifamobile,18/03/21,Great but something about personal translation is missing.,50.0
1479,Good game,5,com.ea.gp.fifamobile,18/03/21,Good games.,50.0
1480,Excellent,5,com.ea.gp.fifamobile,18/03/21,Excellent.,0.0
1481,Was a bit hard at first but I absolutely love this game 😭😭😭keep it up guys!,5,com.ea.gp.fifamobile,18/03/21,Was a bit hard at first but I absolutely love this game keep it up guys!,93.8
1482,I think they should add career mode and manager mode in this game that would be a bangggger.,5,com.ea.gp.fifamobile,18/03/21,"I think they should add career mode and manager mode for this game, that would be a bang.",83.3
1483,Full power game,5,com.ea.gp.fifamobile,18/03/21,Full power game.,66.7
1484,Enjoyable,5,com.ea.gp.fifamobile,18/03/21,Enjoyable.,0.0
