text,star,app_id,reviewDate
Brilliant,5,com.makemytrip,18/03/21
good,5,com.makemytrip,18/03/21
Nice,4,com.makemytrip,18/03/21
Excellent app,5,com.makemytrip,18/03/21
Good app,5,com.makemytrip,18/03/21
Ut us very hard to contact Customer care. Everything is self serve and they don't have proper IVR options. I have too much money and effort in bus and cab booking.,1,com.makemytrip,18/03/21
I cancelled my air ticket on May 2020. Now it's March 2021. But till now not received my refund. The worst service forever.I am really worried whether I will receive my refund back or not. Also unable to contact the customer support. Think twice before availing this website,1,com.makemytrip,18/03/21
"I wonder why you provide us link for problem but it aint solved, i sent email no response no response anywhere where are the customer services at contact me, dont provide ys things doesn't work, improve customer support am not happy at all, #refundmeearly.",1,com.makemytrip,18/03/21
No customer support given for my booking at Radisson pachim vihar,1,com.makemytrip,18/03/21
There is no option to contact MakeMyTrip. I have so many questions but it's impossible to contact someone from MakeMyTrip and get clarification,1,com.makemytrip,18/03/21
Plays with price algorithm and shows higher rates on your device by tracking IP address when you check for it often. but it has got right UI or maybe I have got used to it. . whatever but not more than 3 star cos of these price games.,3,com.makemytrip,18/03/21
"I'm trying to get in touch with the customer support by mistake I've submitted a cancellation for the flight, please call asap",1,com.makemytrip,18/03/21
Very bad experience with mmt. I want to change my flight booking date but I face very much difficulty. Very poor. I don't recommend this to anyone.,1,com.makemytrip,18/03/21
Worst app in terms of customer services.. trying for very long time but not able to connect 🥴😡😡 PNR - O8TTGS,1,com.makemytrip,18/03/21
Great App,5,com.makemytrip,18/03/21
I am immensely grateful to MakeMyTrip for refunding the money for the flights booked which got cancelled due to Covid. I could get refund back to my bank. Thank you so much!,5,com.makemytrip,18/03/21
Worst experience ever. better to go with other apps. These fraud people won't refund money and even won't let anyone talk to customer care executive. When I selected the option to talk to specialist the call got disconnected automatically repeatedly. Biggest scam. Never ever book anything here.,1,com.makemytrip,18/03/21
"No 1 Freud company in India..first he is showing 0 cancellation charges 0...but deductions full amount, no refunds 1rupy also...No1 Freud...please book another website, don't book here",1,com.makemytrip,18/03/21
"Very nice,perfect timing,good service for luggages .",5,com.makemytrip,18/03/21
Make my trip promised to refund me back...it has sent money back to wallet though it says u can get the money back to your bank account..,1,com.makemytrip,18/03/21
Horrible customer support. No executive coming online. Only IVRS that too not able to provide resolution.,1,com.makemytrip,18/03/21
"I was not able to reach the customer service team, shear waste of booking through make my trip, even the Myra chat is worst and does not provide proper response",1,com.makemytrip,18/03/21
Worst experience,1,com.makemytrip,18/03/21
"This app sends irritating offers once an hour saying flat off, cash back etc etc.. But you never get any cash back even though umpteen conditions are attached to it which keeps changing after you book so that you don't get a single penny as off even if you're making umpteen transactions. Worst cheating app!! years may pass but a cheater is a cheater.",1,com.makemytrip,18/03/21
Great experience🤗🤗,5,com.makemytrip,18/03/21
"Worst app, my amount deducted and booking also not done. And there is no customer care whom I can talk",1,com.makemytrip,18/03/21
Very nice service,3,com.makemytrip,18/03/21
"please give some good refund while cancellation , don't be so kanjus",1,com.makemytrip,18/03/21
You can't get refund easily it's almost 16 day and not received any refund or related info after calling many time in customer care they are telling that your problem will resolve after 72 hr but every time you call they are telling same thing it's irritating guys poor refund service and poor customer care service 👎👎👎👎,1,com.makemytrip,18/03/21
Thief company. Company employees is wrong.,1,com.makemytrip,18/03/21
Hassle free experience during travel. Excellent online service and support. Highly recommended,5,com.makemytrip,18/03/21
"Very poor response,not picking ecen phone call, my cancelled tickets refund due to covid still not recd.very disappointing service",1,com.makemytrip,18/03/21
The app is not user friendly. No option of refund .Very unethical . Why are u not refunding money even when the airline have given u .,1,com.makemytrip,18/03/21
"Worst, do not use this app. I have a gift card and cannot use it to book my flight because they don't have a damn option anywhere on the app. Reply me with a contact number of yours which will WORK. So that the issue can be solved. Such irresponsible people",1,com.makemytrip,18/03/21
How should one reach to your customer care??? No option on this app...your customer care number doesn't connect with the agent.... struggling since yesterday just to reach to your customer t agent..... terrible experience...,1,com.makemytrip,18/03/21
best app,4,com.makemytrip,18/03/21
Bad service,1,com.makemytrip,18/03/21
Very very bad customer service experience from MMT (Make my trip) You guys are seriously freaks,1,com.makemytrip,18/03/21
fare is more,2,com.makemytrip,18/03/21
Nice 🙂,5,com.makemytrip,18/03/21
Very good,5,com.makemytrip,18/03/21
👍👌👌😊🌹🌷,5,com.makemytrip,18/03/21
They promote themselves saying that book sure.I was a regular customer of its services .But I am very disappointed . They don't inform you about any amendments or change of rules about flights . Then why should I pay more . I can buy tickets from airlines site . There customer support is also not like before . Few days back I had to cancel my flight due to some covid regulations . They didn't notify me by even sending a sms .In my opinion they just invest in advertising not in providing services,2,com.makemytrip,18/03/21
Great Experience very good app,5,com.makemytrip,18/03/21
useable,2,com.makemytrip,18/03/21
Very bad experience the interior of room is different not according to the pics on your site On my booking breakfast is complimentary but they charge for breakfast.,1,com.makemytrip,18/03/21
Very bad customer service,1,com.makemytrip,18/03/21
Not response costume care,1,com.makemytrip,18/03/21
They are fraud and scammer...cheated many times for cancelled flight. Airlines refunded my money to agent(MakeMyTrip). They are not refunding it back to me.. Don't book any thing from MakeMyTrip ever.,1,com.makemytrip,18/03/21
Makemytrip was charging extra state tax charges which it didn't mention in the ticket which was very disappointing. Atlest mention it so that the customer knows exactly what amount needs to be paid to the driver. I felt cheated.,1,com.makemytrip,18/03/21
very nice,5,com.makemytrip,18/03/21
really nice app has many offers best app to book tickets for flight and trains .I insist you to check makemytrip before booking,5,com.makemytrip,18/03/21
"This is best app for travel and stay. I am using all apps like oyo, goibibo, trivago and others but what I found is this is really good in deals offer and service. Thanks a lot mmt for the best experience. Always love to use this app as soon as I leave my hometown.",5,com.makemytrip,18/03/21
goooood,5,com.makemytrip,18/03/21
Not responding the mail as well customer care. Even whats app service also not working.,2,com.makemytrip,18/03/21
Excellent,5,com.makemytrip,18/03/21
good,4,com.makemytrip,18/03/21
Excellent service,5,com.makemytrip,18/03/21
Poor customer service! Very bad experince with refund.,1,com.makemytrip,18/03/21
Sir please cash refand sir,5,com.makemytrip,18/03/21
Osm,5,com.makemytrip,18/03/21
Fantastic,4,com.makemytrip,18/03/21
Refund not received I have booked tickets Delhi to darbhanga pnr ZBNMFM. Kindly back in my account..,1,com.makemytrip,18/03/21
Good,4,com.makemytrip,18/03/21
Refund not received for a cancelled flight,1,com.makemytrip,18/03/21
Hotel brings view Regency shimala very poor leav this hotel worset explains,1,com.makemytrip,18/03/21
Very useful,5,com.makemytrip,18/03/21
V Good Experience Nice reception with Mr.Karthik,5,com.makemytrip,18/03/21
No customer executive assistant,1,com.makemytrip,18/03/21
"Really Helpful application for stock market startups and learnings, many apps providing data but this app showing more detailed ans live informarion. Heartly Thank you to team ET market",5,com.et.market,18/03/21
easy to operative and understanding on,4,com.et.market,18/03/21
Superb app Suraj Pincha,5,com.et.market,18/03/21
Really nice app,5,com.et.market,18/03/21
"Detailed , precise.on the go... Handful update of the world..Thanks",5,com.et.market,18/03/21
Presentation of information is really attractive,5,com.et.market,18/03/21
Very Good Trusted News App.,4,com.et.market,18/03/21
Information in this is valuable,5,com.et.market,18/03/21
"Easy to use. Great detector for fraud, scam, and unknown. Also can report things as needed with this app.",5,com.webascender.callerid,18/03/21
"I have to answer every call because of my business. Now I know which calls are clients, and which are a waste of my time!",5,com.webascender.callerid,18/03/21
"Since Samsung & Verizon both fail at this, I tried this app. IT'S Easy & Works.",5,com.webascender.callerid,18/03/21
Just started ill let you know some call still coming in from telemarketers,3,com.webascender.callerid,18/03/21
Works well!,5,com.webascender.callerid,18/03/21
enjoy using this app. Hiya is very good w/identifying spam calls.,5,com.webascender.callerid,18/03/21
Horrible. Blocking and screening from my call list. I want a refund.,1,com.webascender.callerid,18/03/21
"I 💘this app. It's so helpful. I don't haven't had any repeating call from teller marketing, once it had been blocked.. Thanks.",5,com.webascender.callerid,18/03/21
"Great and sooo useful! Even though I do not have the ($) premium service, I can block numbers, report them, see who's a ""potential fraud"".... I very much recommend.",5,com.webascender.callerid,18/03/21
"At first I wasn't sure if I would like the updated Hiya app. I liked the old app. I just had to get use to the new version. Under the new app., I can only see half of the info under the telephone number in the next screen after you click on that number. It might say flagged by Hiya or telemaker. Sometimes I can't make it out. This is only issue. So far it is a good app.",5,com.webascender.callerid,18/03/21
Blocks numbers and spam calls,5,com.webascender.callerid,18/03/21
Love it 😀,5,com.webascender.callerid,17/03/21
Gr8..identifies most spammers 5💥,5,com.webascender.callerid,17/03/21
"Works well. My only complaint is that the pop up box gets in the way of using the phones functions. I think I have it down fine now, but was kinda frustrating in the beginning; especially when trying to call doctors and pharmacies.",4,com.webascender.callerid,17/03/21
Screens unknown caller telling them how to tell me their story.,4,com.webascender.callerid,17/03/21
I'm currently trying the $3.99 monthly plan. HIYA does not block any spam calls. False advertising. Absolutely annoyed beyond measure at this point.,1,com.webascender.callerid,17/03/21
It's not all that it says it is RoboKiller seems to be better,1,com.webascender.callerid,17/03/21
"Very good app to know live global market, sgxnifty, commadity, currency status. I used to view this app several times in a day. I give 5 stars.",5,com.ssolution.stockwiz.ind,18/03/21
Can oremove virus from computer? Will not work!,1,com.avast.android.mobilesecurity,18/03/21
Best I've used,5,com.avast.android.mobilesecurity,18/03/21
nice,4,com.avast.android.mobilesecurity,18/03/21
Easy to use,5,com.avast.android.mobilesecurity,18/03/21
"The app is marvelous, and I'm in love with it. I give it a 5star for now.",5,com.avast.android.mobilesecurity,18/03/21
GREAT! Overall one of the best Antivirus packages for mobile and desktop PCs I used.,5,com.avast.android.mobilesecurity,18/03/21
It Protects Me,5,com.avast.android.mobilesecurity,18/03/21
Good,5,com.avast.android.mobilesecurity,18/03/21
good,5,com.avast.android.mobilesecurity,18/03/21
Amazing,5,com.avast.android.mobilesecurity,18/03/21
عااااالی,5,com.avast.android.mobilesecurity,18/03/21
Good,5,com.avast.android.mobilesecurity,18/03/21
Thank you!,5,com.avast.android.mobilesecurity,18/03/21
Perfect,5,com.avast.android.mobilesecurity,18/03/21
"Have been using Avast for years. I enjoy its ease of use, as well as the large number of options offered. I also like seeing a software team that continuously updates as changes occur as well as respond to user reviews",5,com.avast.android.mobilesecurity,18/03/21
"So far it's been great, tells me about suspect sites and all. I don't know what else to ask for. Bumped up to 5 stars",5,com.avast.android.mobilesecurity,18/03/21
I am loving it.,5,com.avast.android.mobilesecurity,18/03/21
Marce,5,com.avast.android.mobilesecurity,18/03/21
More improved needed remove the notification to ontop always wen switched on,3,com.avast.android.mobilesecurity,18/03/21
"The app is working good,it scans junk files,Hibernates the background working apps.The working of this app can be fairly judged,not like other apps,which have simulated environment only on tapping. Suggestions:Add antivirus scan,This app doesn't include antivirus scan.Add temperature cooling,as it is also the demanding feature.Also provide a chioce to select categories of advertisements,and the practice of displaying advertisements on entire screen with audios is not good,make static ads.",4,com.avast.android.mobilesecurity,18/03/21
Excellent,5,com.avast.android.mobilesecurity,18/03/21
So far so good,5,com.avast.android.mobilesecurity,18/03/21
"I'm happy with it. Clean interface, scans storage and phone, vpn protection, wifi scan- there's just nothing to complain about. I upgraded to paid version and haven't regretted it.",5,com.avast.android.mobilesecurity,18/03/21
Good,5,com.avast.android.mobilesecurity,18/03/21
No issues so far. Early das yet,5,com.avast.android.mobilesecurity,18/03/21
Protects my phone from any viruses its an amazing app to use so i suggest you use this app to help boost your phone if the battery drains fast or anything else it will protect your phone or tablet,5,com.avast.android.mobilesecurity,18/03/21
Recommendable,5,com.avast.android.mobilesecurity,18/03/21
Good,5,com.avast.android.mobilesecurity,18/03/21
Great.,5,com.avast.android.mobilesecurity,18/03/21
"Very satisfied with this product, have had several erroneous messages from alternative sources stating that my phone has been compromised & I should download their fix.... Checked with Avast and lo & behold ""no threats detected"". Thank you Avast.",5,com.avast.android.mobilesecurity,18/03/21
Apps seem to ask for a rating after a couple days of use. Can't give an honest opinion now,3,com.avast.android.mobilesecurity,18/03/21
One of the best AV app but the jumpshot scandal is pulling its name down the pit.,5,com.avast.android.mobilesecurity,18/03/21
excellent. thorough. easy to use.,5,com.avast.android.mobilesecurity,18/03/21
"I'm usually OK with advertisements but it is a problem when you get them in a language that you don't know and you can't distinguish between the ""close"" icon or the other that links to the advertiser... (like Arabic when you only know English) It is worse when you find that also the phone's ""back"" button does not let you leave the ad and only forcing the app to close works but then you need to restart the app to be protected. Disappointing",1,com.avast.android.mobilesecurity,18/03/21
Veryy good,5,com.avast.android.mobilesecurity,18/03/21
No komen,5,com.avast.android.mobilesecurity,18/03/21
Excellent and easy to use.i think I love it,5,com.avast.android.mobilesecurity,18/03/21
Good app to use,5,com.avast.android.mobilesecurity,18/03/21
Great,5,com.avast.android.mobilesecurity,18/03/21
good,4,com.avast.android.mobilesecurity,18/03/21
excellent antivirus!!!!!😀,5,com.avast.android.mobilesecurity,18/03/21
OK to have,3,com.avast.android.mobilesecurity,18/03/21
good,5,com.avast.android.mobilesecurity,18/03/21
"I have never used a paid anti virus and I hope I get good service and a good VPN as I have tried VPN before and it was not good, I have sites I need because I am from America but some are not available in Philippines I need to access but if it doesn't work I will uninstall",3,com.avast.android.mobilesecurity,18/03/21
Thank you. I trusting to the whole team Avast,5,com.avast.android.mobilesecurity,18/03/21
App is useful,5,com.avast.android.mobilesecurity,18/03/21
Sadly this Avast ap doesnt even compare with the superior Avast One,3,com.avast.android.mobilesecurity,18/03/21
Not to sure if you have to pay to use this app. I'm guessing so or I would had have this app.. No doubt,1,com.avast.android.mobilesecurity,18/03/21
سهل الاستعمال و فعال...تطبيق رائع وأنصح به كل مستعملي الهواتف الذكية...,5,com.avast.android.mobilesecurity,18/03/21
THIS APP IS AWESOME I ALLMOST GOT A VIRUS AND THIS APP HELP ME NOT GET IT ANF IT SAVED MY LIFE. IM SO GREATFULL FOR TGIS APP YOU NEED TO TRY IT OUT ANF IT FOR FREE,5,com.avast.android.mobilesecurity,18/03/21
"Even on the free Avast, it has helped me out alot. I had McAfee and all my files went out the window.",5,com.avast.android.mobilesecurity,18/03/21
The scanning always stop. the app always crashes this is BS,2,com.avast.android.mobilesecurity,18/03/21
Good one actually i very need it,5,com.avast.android.mobilesecurity,17/03/21
Excellent!🙂,5,com.avast.android.mobilesecurity,17/03/21
Wonderful experience O,4,com.avast.android.mobilesecurity,17/03/21
VERY GOOD APP !,5,com.avast.android.mobilesecurity,17/03/21
Works great for me as advertised.,5,com.avast.android.mobilesecurity,17/03/21
This is a very good app,4,com.avast.android.mobilesecurity,17/03/21
Love it!!,5,com.avast.android.mobilesecurity,17/03/21
Great 😎,5,com.supercell.boombeach,18/03/21
good software easy to uses,4,com.avast.android.mobilesecurity,17/03/21
নাইস,5,com.avast.android.mobilesecurity,17/03/21
Works as designed,5,com.avast.android.mobilesecurity,17/03/21
I like it myself,4,com.avast.android.mobilesecurity,17/03/21
Don't play this game it's horrible and raging and like I said it's horrible,1,com.robtopx.geometryjumplite,18/03/21
Best,5,com.robtopx.geometryjumplite,18/03/21
This game very addicting and fun I recommend for you to play it,5,com.robtopx.geometryjumplite,18/03/21
It's just a good game,5,com.robtopx.geometryjumplite,18/03/21
Plenty fun,4,com.robtopx.geometryjumplite,18/03/21
Good,5,com.robtopx.geometryjumplite,18/03/21
It ain't even letting me download,1,com.robtopx.geometryjumplite,18/03/21
"Its ok, it takes alot of patience though.",3,com.robtopx.geometryjumplite,18/03/21
Ça pique 😆,4,com.robtopx.geometryjumplite,18/03/21
I hope geometry – 2.2 come here please make geometry – 2.2 because I never played that can you just bring it up read this right now everyone will have 2.2 everyone will love geometry Dash,5,com.robtopx.geometryjumplite,18/03/21
i love the game so much i will play for 5h,5,com.robtopx.geometryjumplite,18/03/21
Tio much ads,1,com.robtopx.geometryjumplite,18/03/21
I like this game because I like the songs 😁😁😁,5,com.robtopx.geometryjumplite,18/03/21
Nice game but to many ad,3,com.robtopx.geometryjumplite,18/03/21
Good.,3,com.robtopx.geometryjumplite,18/03/21
5 stars because even if I DIE EVRY TIME IM STILL AT LEVEL 2!!!!!But still it's good(i don't think im supposed too play this game in my tests),5,com.robtopx.geometryjumplite,18/03/21
I love this game since before and now I'm downloading it again cause I miss its thrill! This game's really cool and good for killing time. It's cool beat and thrill makes me want it again!,5,com.robtopx.geometryjumplite,18/03/21
Great game fantastic btw trump 2024,4,com.robtopx.geometryjumplite,18/03/21
What I don't like about this game is that it keeps on lagging too much,1,com.robtopx.geometryjumplite,18/03/21
It is s really fun game to,5,com.robtopx.geometryjumplite,18/03/21
BAD,1,com.robtopx.geometryjumplite,18/03/21
I love this game because e this game so weird but I'm stress because when I'm touch sorry,5,com.robtopx.geometryjumplite,18/03/21
Great time killer! 100% recommend,5,com.robtopx.geometryjumplite,18/03/21
0 star sebqb nuuuuub game,1,com.robtopx.geometryjumplite,18/03/21
Love this game ❤️❤️❤️,5,com.robtopx.geometryjumplite,18/03/21
GREATEST GAME EVER,5,com.robtopx.geometryjumplite,18/03/21
When i was a kid i played this yea so awesome i do practice and normal everyday i will play this for hours!,5,com.robtopx.geometryjumplite,18/03/21
Fenominal !!,5,com.robtopx.geometryjumplite,18/03/21
very Fun,5,com.robtopx.geometryjumplite,18/03/21
Its hard,5,com.robtopx.geometryjumplite,18/03/21
Geometry Dash Lite is so cool and beautiful game and this is hard because it has a many obstacles in the game thank you because you you create this game hahahaha,5,com.robtopx.geometryjumplite,18/03/21
"I have been playing this game since middle school, and it's always been a throwback game",5,com.robtopx.geometryjumplite,18/03/21
Assalamulaikum saya suka game ni.,5,com.robtopx.geometryjumplite,18/03/21
"Oh pls. This game is kinda annoying. Firstly, there is ads after a few attemp. 2. There are some levels that are sooooooo hard. Lastly that your character would not jump. Once I was playing Back On Track and my character did not jump and it died at 97%. I tried for 10 time an finally I manage to pass that level. Hope there is an update next time and pls pls pls make some levels easier.:( I played on my father handphome and this happened tooooo. Kinda disappointed but it is still a good game",3,com.robtopx.geometryjumplite,18/03/21
Can you put a button beside the levels where you can have a preview of the song in the full version because it will be better if you can hear the song while you're not doing the level.,3,com.robtopx.geometryjumplite,18/03/21
"Very good game, works as a dupe of gd and levels are impossible! still stuck stereo maddness",5,com.robtopx.geometryjumplite,18/03/21
Bad,1,com.robtopx.geometryjumplite,18/03/21
this game is a classic.if you never played it then you never had a childhood😀😐‼‼,5,com.robtopx.geometryjumplite,18/03/21
I love this game it is one of the funner games that I have *best one*,5,com.robtopx.geometryjumplite,18/03/21
Best game,5,com.robtopx.geometryjumplite,18/03/21
GOATED!!,5,com.robtopx.geometryjumplite,18/03/21
Its good so far,5,com.robtopx.geometryjumplite,18/03/21
Cool next imeeeeee pls add clubstep,5,com.robtopx.geometryjumplite,18/03/21
This game suck and it make me mad asf,1,com.robtopx.geometryjumplite,18/03/21
This game is awesome because my levels are not that glicthy and all that,5,com.robtopx.geometryjumplite,18/03/21
YESIR,5,com.robtopx.geometryjumplite,17/03/21
noice :D,5,com.robtopx.geometryjumplite,17/03/21
Gooooooooo! Now,1,com.robtopx.geometryjumplite,17/03/21
x_x...,5,com.robtopx.geometryjumplite,17/03/21
"Very entertaining and love the new levels only problem is that I am still waiting for the ""Coming Soon"" level.",5,com.robtopx.geometryjumplite,17/03/21
Cool,5,com.robtopx.geometryjumplite,17/03/21
GREAT! This app was so very fun ya therw was a couple ads here and there but its worth it.Oh and by the way the app has amaxing quality,5,com.robtopx.geometryjumplite,17/03/21
"It's probably great, I can't beat the first level",4,com.robtopx.geometryjumplite,17/03/21
Me know what you are looking,5,com.robtopx.geometryjumplite,17/03/21
Kollam,5,com.scripbox.takecharge,18/03/21
"Neat, clutter free interface. However, I used to enjoy the older avatar of scripbox with only 4 MFs every year. Now a days they too have started offering bunch of options. Wish they go back to their previous model.",4,com.scripbox.takecharge,18/03/21
Fun to reconnect with Boom Beach,5,com.supercell.boombeach,18/03/21
fine,4,com.supercell.boombeach,18/03/21
Sure I like this game,1,com.supercell.boombeach,18/03/21
GG,5,com.supercell.boombeach,18/03/21
amazing,5,com.supercell.boombeach,18/03/21
The best strategy game I have ever played,5,com.supercell.boombeach,18/03/21
Game is awesome but I didn't get my verification code to login to my other account of boom beach.,4,com.supercell.boombeach,18/03/21
Game is good but matchmaking system is unfair because higher level attacks me update matchmaking system that what level players so same level player would fight soot would be fair a d lower level could attack higher level player and higher level couldn't attack low level bc I hate losing my money bc I lost alot money of stupid matchmaking system 🤬,3,com.supercell.boombeach,18/03/21
"When you get raided you cant get revenge which means you lose resources but cant get a chance to reclaim them . Play on 2 devices other account is high but stalled unless you spend cash so takes long time to proceed have learned not to spend cash as another game comes along soon, game crashes when you start an attack in warships and you cant attack as you still in last war delaying your progress",3,com.supercell.boombeach,18/03/21
Could be good game if it wasn't a money pit you cant get far without having to spend money,1,com.supercell.boombeach,18/03/21
Why cant i even type my name that i use i will rate it more if u let me do it supercell,1,com.supercell.boombeach,18/03/21
Unless u buy its rubbish,1,com.supercell.boombeach,18/03/21
Coule,5,com.supercell.boombeach,18/03/21
Best game,5,com.supercell.boombeach,18/03/21
Ok,1,com.supercell.boombeach,18/03/21
Worst game. Copy of coc. They should remove it or super cell will copyright claim on it.,1,com.supercell.boombeach,18/03/21
I used to like this app. But naw there digging for money at every point of this app they give u as little as possible just to keep u in it. Very poor if u ask me,1,com.supercell.boombeach,18/03/21
"Game santai coy, mantap buat permainan harian. Dan gak bikin emosi.",5,com.supercell.boombeach,18/03/21
Best game created,5,com.supercell.boombeach,17/03/21
Fun game,5,com.supercell.boombeach,17/03/21
"Started two days ago, already waiting almost 2 hours to upgrade a simple building. This game is honestly pretty lame. Wouldn't recommend.",2,com.supercell.boombeach,17/03/21
Cool game,5,com.supercell.boombeach,17/03/21
good,5,com.mitron.tv,18/03/21
These this is app is Indian please remove Tik Tok download Mitra is very good app🇮🇳🇮🇳🇮🇳🇮🇳🇮🇳🇮🇳🇮🇳🇮🇳🇮🇳🇮🇳,5,com.mitron.tv,18/03/21
Amazing indian social media application. This application is best for entertainment.,5,com.mitron.tv,18/03/21
Very nice app republic day I like this very usefull app,5,com.mitron.tv,18/03/21
I love this short video app which is made in India. Very useful app for all. Use it.,5,com.mitron.tv,18/03/21
Wow ! What a nice app a very very good application but the issue to me is for sending vedio it takes too time to get uploaded so please fix it,5,com.mitron.tv,18/03/21
"So much likes through a simple vedio post far better than apps like Likee, Vmate etc etc. Mitron app Rocks.",5,com.mitron.tv,18/03/21
Love this app. I use it for watching videos. Best app with a lot of cool features. Very good app.,5,com.mitron.tv,18/03/21
"Very good platform, I am enjoying Mitron app, but my flowers not gain and on my videos not goes likes",5,com.mitron.tv,18/03/21
"Mitron is very nice and amaizing app lots of short videos available on this app, download and enjoy",5,com.mitron.tv,18/03/21
This made in india app is awesome for watching viral online videos. I recommend this to all my friends.,5,com.mitron.tv,18/03/21
I love using this app to watch online short videos. Very entertaining app for those who love watching videos.,5,com.mitron.tv,18/03/21
"Mitron is India's best short video app where you get all categories short videos, very awesome app.",5,com.mitron.tv,18/03/21
Wow what a cool app for watching videos online. Really awesome everyone can use it.,5,com.mitron.tv,18/03/21
Really good excellent Good working application,5,com.mitron.tv,18/03/21
Nice application so fast download this application,5,com.mitron.tv,18/03/21
Very nice app and amazing app i like it this app super app amazing and wonderful application,5,com.mitron.tv,18/03/21
Best mitron Indian original short video good wonderful application I am a using this application best feature lovely excellent app,5,com.mitron.tv,18/03/21
Mitron Indian original short video good wonderful application I recommend that everyone super application,5,com.mitron.tv,18/03/21
Best app for short videos and fantastic working als9 easy to use and that i love it,5,com.mitron.tv,18/03/21
awesome application very good app very good interface and easy to use very interesting many features available I recommended all of you,5,com.mitron.tv,18/03/21
Great application one of my favourite APp I personally use this app very nice interface and easy to use I love this.,5,com.mitron.tv,18/03/21
best application I love this app I have a great experience with this application and recommended all of you such a nice and great application.,5,com.mitron.tv,18/03/21
Superb made in India app for online best trending and viral short videos,5,com.mitron.tv,18/03/21
This application is a very nice application. This is a made in india application. It is amazing short video app,5,com.mitron.tv,18/03/21
This is one of the most important application that I ever had in my phone. It's works perfectly. Features are great. Highly recommend to all of you,5,com.mitron.tv,18/03/21
This is an amazing and wonderful application. It is easy to use.it has many interesting features. Lile it,5,com.mitron.tv,18/03/21
I dont have any words for this app .,5,com.mitron.tv,18/03/21
। have a great experience with this application such a lovely and great application,5,com.mitron.tv,18/03/21
Best app for you such a nice and create application very good interface and is it used I recommended all of you।,5,com.mitron.tv,18/03/21
Mitron is the my favorite entertainment application. Amazing features,5,com.mitron.tv,18/03/21
One of the best and wonderful Mitron shorts videos creation platform apps....I suggest everyone use this application ...,5,com.mitron.tv,18/03/21
Mitron is very helpful application and good Short Video App and Social Platform I am daily using this app.,5,com.mitron.tv,18/03/21
This is the best short video application and I am very enjoy here,5,com.mitron.tv,18/03/21
This app very very helpfull i am use this app my all friends .,5,com.mitron.tv,18/03/21
Best and awesome Mitron shorts videos creation platform apps....this apps is better than TikTok and snacks video....,5,com.mitron.tv,18/03/21
very good application I personally use this app and recommended all of you such a nice,5,com.mitron.tv,18/03/21
I love watching amazing content in this short videos app. Best original content to watch and enjoy this is India's best short videos app,5,com.mitron.tv,18/03/21
Awesome application. Better than Tiktok. Faster than Tiktok. Better user experience than Tiktok. The key point is; its Indian Application.😍😋,5,com.mitron.tv,18/03/21
Mitron is a free Short Video App and Social Platform Made In Indian application.,5,com.mitron.tv,18/03/21
One of the best application very nice and very good app,5,com.mitron.tv,18/03/21
Highly Recommend 👍👍its features is awesome you can make short videos easily.,5,com.mitron.tv,18/03/21
Best short video app to watch best content its the best app to watch entertaining videos loved this app,5,com.mitron.tv,18/03/21
It is very nice and best app I am using this application I am so happy for this download this app,5,com.mitron.tv,18/03/21
This is very useful and popular app everyone please download this app and enjoy,5,com.mitron.tv,18/03/21
A best and wondering app.nice service and awesome app..i recommend all this great and genuine app.. Really great,5,com.mitron.tv,18/03/21
Best short video app very fun to use and entertaining videos to watch quiet refershing app very funny app,5,com.mitron.tv,18/03/21
Great app and it gives everyone using this app to make videos and go viral throughout India.,5,com.mitron.tv,18/03/21
It is really fantastic application so I'm using it applicationI,5,com.mitron.tv,18/03/21
I have used this application it is a very amazing app in the play store really I I like it very much,5,com.mitron.tv,18/03/21
Best application for making short videos . I suggest you to use this application.,5,com.mitron.tv,18/03/21
Mitron app very fun app original short videos app very entertaining video and very easy to use with low rate of net,5,com.mitron.tv,18/03/21
Short video WhatsApp status 30 is number one best hot video application 🌷🌷🌷,5,com.mitron.tv,18/03/21
I like this application .I was searching over search this application,5,com.mitron.tv,18/03/21
"Good app & designed for people to showcase their fun, innovative, and creative videos online.",5,com.mitron.tv,18/03/21
This is the very good application so many days used this app,5,com.mitron.tv,18/03/21
Best application for short video application for the very nice,5,com.mitron.tv,18/03/21
Is is very wonderful application for short video 💞💞🌷,5,com.mitron.tv,18/03/21
Superb application And entertaining. And very funny and more entertaining.,5,com.mitron.tv,18/03/21
Best video are available☑ in that application☑ for the use,5,com.mitron.tv,18/03/21
I like this app very good and perfect app. This app very good working and useful us.,5,com.mitron.tv,18/03/21
One of the best app secure app I love this application popular,5,com.mitron.tv,18/03/21
I am very interested Mitron India Original app it is very useful app,5,com.mitron.tv,18/03/21
"Now create, edit, and share videos, and at the same time browse through a library of top videos across the globe.",5,com.mitron.tv,18/03/21
Mitron - India that is very important my favourite app is very good person app 😊💯,5,com.mitron.tv,18/03/21
Nice and best application in the Play store and features is very good,5,com.mitron.tv,18/03/21
Most great experience and talented assowme and genuine working application really good,5,com.mitron.tv,18/03/21
Best and perfect app for online best short videos app with best ever features,5,com.mitron.tv,18/03/21
That is the best👍💯 application I highly recommend it so much😊,5,com.mitron.tv,18/03/21
One of the best application for the very nice and I will be there at awesome,5,com.mitron.tv,18/03/21
Most great experience and talented and brilliant assowme genuine application really good,5,com.mitron.tv,18/03/21
It is one of the best application in the Play store I really like it very much,5,com.mitron.tv,18/03/21
